지역구분,지역구분_시,지역구분_도심/도심외,지역구분_읍/면/동,관광업종 구분,회원 유형,회원 성별,회원 연령대,회원 거주지,2014-09~2015-08 카드이용금액,2014-09 ~ 2015-08 카드이용건수,2014-09~2015-08 카드이용자수,2015-09~2016-08 카드이용금액,2015-09~2016-08 카드이용건수,2015-09~2016-08 카드이용자수,데이터기준일자
제주도,서귀포시,도심,대천동,숙박,내국인,여,20대,제주,2841240,53,40,2685020,63,48,2017-02-16
제주도,서귀포시,도심,대천동,숙박,내국인,여,30대,제주,10437650,213,156,14817090,355,220,2017-02-16
제주도,서귀포시,도심,대천동,숙박,내국인,여,40대,제주,54699600,268,138,25812700,392,204,2017-02-16
제주도,서귀포시,도심,대천동,숙박,내국인,여,50대,제주,14034840,134,65,24560540,206,88,2017-02-16
제주도,서귀포시,도심,대천동,숙박,내국인,여,60대이상,제주,12652100,63,36,9926440,93,36,2017-02-16
제주도,서귀포시,도심,대천동,식음료,내국인,남,20대 미만,제주,1013000,39,18,2115420,89,47,2017-02-16
제주도,서귀포시,도심,대천동,식음료,내국인,남,20대,제주,78306750,2909,865,139703162,4934,1261,2017-02-16
제주도,서귀포시,도심,대천동,식음료,내국인,남,30대,제주,303151380,10945,2453,455810175,15271,2901,2017-02-16
제주도,서귀포시,도심,대천동,식음료,내국인,남,40대,제주,608416300,17856,3254,784403798,22154,3707,2017-02-16
제주도,서귀포시,도심,대천동,식음료,내국인,남,50대,제주,485546656,13299,2365,589091544,15418,2592,2017-02-16
제주도,서귀포시,도심,대천동,식음료,내국인,남,60대이상,제주,279265028,7347,1291,318645136,8302,1407,2017-02-16
제주도,서귀포시,도심,대천동,식음료,내국인,여,20대 미만,제주,806450,56,22,2895850,142,54,2017-02-16
제주도,서귀포시,도심,대천동,식음료,내국인,여,20대,제주,68262410,3080,1011,122037730,4858,1401,2017-02-16
제주도,서귀포시,도심,대천동,식음료,내국인,여,30대,제주,235613014,10058,2180,324374845,12388,2475,2017-02-16
제주도,서귀포시,도심,대천동,식음료,내국인,여,40대,제주,331672780,12218,2325,428433964,14244,2732,2017-02-16
제주도,서귀포시,도심,대천동,식음료,내국인,여,50대,제주,244590630,7408,1566,272360957,8508,1849,2017-02-16
제주도,서귀포시,도심,대천동,식음료,내국인,여,60대이상,제주,85940290,2714,625,97875296,3081,747,2017-02-16
제주도,서귀포시,도심,대천동,유흥,내국인,남,20대,제주,9359900,265,144,12589750,267,154,2017-02-16
제주도,서귀포시,도심,대천동,유흥,내국인,남,30대,제주,45214500,795,385,47315400,686,375,2017-02-16
제주도,서귀포시,도심,대천동,유흥,내국인,남,40대,제주,69104200,1010,424,83214300,973,426,2017-02-16
제주도,서귀포시,도심,대천동,유흥,내국인,남,50대,제주,34954000,636,269,38688550,619,277,2017-02-16
제주도,서귀포시,도심,대천동,유흥,내국인,남,60대이상,제주,10533300,175,79,7454200,128,67,2017-02-16
제주도,서귀포시,도심,대천동,유흥,내국인,여,20대,제주,4680400,153,103,5947600,151,108,2017-02-16
제주도,서귀포시,도심,대천동,유흥,내국인,여,30대,제주,12516200,384,214,11316700,307,175,2017-02-16
제주도,서귀포시,도심,대천동,유흥,내국인,여,40대,제주,17320600,396,197,19556400,360,183,2017-02-16
제주도,서귀포시,도심,대천동,유흥,내국인,여,50대,제주,7952100,182,103,7811200,174,92,2017-02-16
제주도,서귀포시,도심,대천동,유흥,내국인,여,60대이상,제주,2755100,59,32,2637700,48,31,2017-02-16
제주도,서귀포시,도심,대천동,교통,내국인,남,20대,한국(제주제외),43919517,1397,1137,64442292,2114,1569,2017-02-16
제주도,서귀포시,도심,대천동,교통,내국인,남,30대,한국(제주제외),162855986,4441,3470,196356162,5616,4127,2017-02-16
제주도,서귀포시,도심,대천동,교통,내국인,남,40대,한국(제주제외),155287695,3804,2761,190467807,4747,3128,2017-02-16
제주도,서귀포시,도심,대천동,교통,내국인,남,50대,한국(제주제외),116456331,2548,1714,174906548,3466,2023,2017-02-16
제주도,서귀포시,도심,대천동,교통,내국인,남,60대이상,한국(제주제외),68929727,1406,791,81757715,1780,934,2017-02-16
제주도,서귀포시,도심,대천동,교통,내국인,여,20대,한국(제주제외),41771469,1350,1155,52978408,1808,1563,2017-02-16
제주도,서귀포시,도심,대천동,교통,내국인,여,30대,한국(제주제외),95044266,2751,2375,109806737,3317,2624,2017-02-16
제주도,서귀포시,도심,대천동,교통,내국인,여,40대,한국(제주제외),69091332,1652,1261,75363451,1986,1444,2017-02-16
제주도,서귀포시,도심,대천동,교통,내국인,여,50대,한국(제주제외),41655176,983,701,45860315,1191,875,2017-02-16
제주도,서귀포시,도심,대천동,교통,내국인,여,60대이상,한국(제주제외),20690359,417,274,22676281,540,285,2017-02-16
제주도,서귀포시,도심,대천동,문화/레져,내국인,남,30대,한국(제주제외),588000,20,14,760000,16,12,2017-02-16
제주도,서귀포시,도심,대천동,문화/레져,내국인,남,40대,한국(제주제외),2317000,55,34,2928800,89,55,2017-02-16
제주도,서귀포시,도심,대천동,문화/레져,내국인,남,50대,한국(제주제외),1024000,25,16,3668200,85,33,2017-02-16
제주도,서귀포시,도심,대천동,문화/레져,내국인,여,30대,한국(제주제외),388000,12,10,596000,27,19,2017-02-16
제주도,서귀포시,도심,대천동,소매,내국인,남,20대,한국(제주제외),13971880,263,222,18249400,435,352,2017-02-16
제주도,서귀포시,도심,대천동,소매,내국인,남,30대,한국(제주제외),90109655,1197,1052,89004630,1514,1251,2017-02-16
제주도,서귀포시,도심,대천동,소매,내국인,남,40대,한국(제주제외),119174980,1297,1068,122981620,1615,1309,2017-02-16
제주도,서귀포시,도심,대천동,소매,내국인,남,50대,한국(제주제외),178306940,1236,1088,191219310,1530,1283,2017-02-16
제주도,서귀포시,도심,대천동,소매,내국인,남,60대이상,한국(제주제외),242910201,1134,1026,302858990,1422,1339,2017-02-16
제주도,서귀포시,도심,대천동,소매,내국인,여,20대,한국(제주제외),41274920,450,374,36400000,523,449,2017-02-16
제주도,서귀포시,도심,대천동,소매,내국인,여,30대,한국(제주제외),90639600,1156,1019,85870560,1168,994,2017-02-16
제주도,서귀포시,도심,대천동,소매,내국인,여,40대,한국(제주제외),105270475,916,804,131506460,1224,1042,2017-02-16
제주도,서귀포시,도심,대천동,소매,내국인,여,50대,한국(제주제외),217920900,1194,1095,238499510,1489,1341,2017-02-16
제주도,서귀포시,도심,대천동,소매,내국인,여,60대이상,한국(제주제외),231166230,1064,989,240870670,1227,1130,2017-02-16
제주도,서귀포시,도심,대천동,쇼핑,내국인,남,20대 미만,한국(제주제외),1324390,343,147,3041680,658,255,2017-02-16
제주도,서귀포시,도심,대천동,쇼핑,내국인,남,20대,한국(제주제외),34425220,4644,1672,92125520,12741,3319,2017-02-16
제주도,서귀포시,도심,대천동,쇼핑,내국인,남,30대,한국(제주제외),104582160,11717,3940,161691160,18076,5859,2017-02-16
제주도,서귀포시,도심,대천동,쇼핑,내국인,남,40대,한국(제주제외),121998610,11402,3372,187214640,18550,5027,2017-02-16
제주도,서귀포시,도심,대천동,쇼핑,내국인,남,50대,한국(제주제외),64975500,5746,1866,120820560,11119,2735,2017-02-16
제주도,서귀포시,도심,대천동,쇼핑,내국인,남,60대이상,한국(제주제외),17402540,1478,562,31133180,2866,909,2017-02-16
제주도,서귀포시,도심,대천동,쇼핑,내국인,여,20대 미만,한국(제주제외),427360,99,57,1146090,248,137,2017-02-16
제주도,서귀포시,도심,대천동,쇼핑,내국인,여,20대,한국(제주제외),21700830,3044,1551,38935680,5215,2569,2017-02-16
제주도,서귀포시,도심,대천동,쇼핑,내국인,여,30대,한국(제주제외),48959700,5489,2611,73829260,8201,3532,2017-02-16
제주도,서귀포시,도심,대천동,쇼핑,내국인,여,40대,한국(제주제외),38129990,3580,1596,55309800,5163,2238,2017-02-16
제주도,서귀포시,도심,대천동,쇼핑,내국인,여,50대,한국(제주제외),16560810,1581,760,31106300,3137,1148,2017-02-16
제주도,서귀포시,도심,대천동,쇼핑,내국인,여,60대이상,한국(제주제외),7196540,641,261,10755830,918,359,2017-02-16
제주도,서귀포시,도심,대천동,숙박,내국인,남,20대,한국(제주제외),16232990,233,199,32321540,488,337,2017-02-16
제주도,서귀포시,도심,대천동,숙박,내국인,남,30대,한국(제주제외),114786960,1527,1121,244267683,2257,1504,2017-02-16
제주도,서귀포시,도심,대천동,숙박,내국인,남,40대,한국(제주제외),217056081,2005,1388,285896866,2670,1736,2017-02-16
제주도,서귀포시,도심,대천동,숙박,내국인,남,50대,한국(제주제외),148180350,1107,822,144384150,1361,965,2017-02-16
제주도,서귀포시,도심,대천동,숙박,내국인,남,60대이상,한국(제주제외),69876790,447,305,101264880,600,403,2017-02-16
제주도,서귀포시,도심,대천동,숙박,내국인,여,20대,한국(제주제외),33613254,502,370,39659898,605,471,2017-02-16
제주도,서귀포시,도심,대천동,숙박,내국인,여,30대,한국(제주제외),145247384,1744,1165,142769384,2014,1439,2017-02-16
제주도,서귀포시,도심,대천동,숙박,내국인,여,40대,한국(제주제외),165983445,1265,866,155884984,1615,1099,2017-02-16
제주도,서귀포시,도심,대천동,숙박,내국인,여,50대,한국(제주제외),77153190,513,369,59065408,660,486,2017-02-16
제주도,서귀포시,도심,대천동,숙박,내국인,여,60대이상,한국(제주제외),34396380,198,151,37907680,246,170,2017-02-16
제주도,서귀포시,도심,대천동,식음료,내국인,남,20대 미만,한국(제주제외),237000,11,10,2061850,61,32,2017-02-16
제주도,서귀포시,도심,대천동,식음료,내국인,남,20대,한국(제주제외),69751020,2562,1383,171826788,5440,2904,2017-02-16
제주도,서귀포시,도심,대천동,식음료,내국인,남,30대,한국(제주제외),238607727,7855,4139,426027099,12370,6052,2017-02-16
제주도,서귀포시,도심,대천동,식음료,내국인,남,40대,한국(제주제외),303239774,8183,3668,552734178,14073,5490,2017-02-16
제주도,서귀포시,도심,대천동,식음료,내국인,남,50대,한국(제주제외),236663956,5970,2566,414645518,10263,3694,2017-02-16
제주도,서귀포시,도심,대천동,식음료,내국인,남,60대이상,한국(제주제외),102240880,2865,1202,173875930,4798,1672,2017-02-16
제주도,서귀포시,도심,대천동,식음료,내국인,여,20대,한국(제주제외),76065320,2886,1864,153926220,5265,3210,2017-02-16
제주도,서귀포시,도심,대천동,식음료,내국인,여,30대,한국(제주제외),152186124,5366,3217,259063280,7968,4602,2017-02-16
제주도,서귀포시,도심,대천동,식음료,내국인,여,40대,한국(제주제외),128041370,3597,1921,201133175,5462,2794,2017-02-16
제주도,서귀포시,도심,대천동,식음료,내국인,여,50대,한국(제주제외),74139740,2015,1157,138756450,3602,1702,2017-02-16
제주도,서귀포시,도심,대천동,식음료,내국인,여,60대이상,한국(제주제외),43353150,1249,546,69248220,1808,739,2017-02-16
제주도,서귀포시,도심,대천동,유흥,내국인,남,20대,한국(제주제외),2335800,74,39,3091500,70,48,2017-02-16
제주도,서귀포시,도심,대천동,유흥,내국인,남,30대,한국(제주제외),10149700,236,158,13960600,273,172,2017-02-16
제주도,서귀포시,도심,대천동,유흥,내국인,남,40대,한국(제주제외),20172100,308,144,22633500,306,184,2017-02-16
제주도,서귀포시,도심,대천동,유흥,내국인,남,50대,한국(제주제외),9345400,150,91,22098200,303,120,2017-02-16
제주도,서귀포시,도심,대천동,유흥,내국인,남,60대이상,한국(제주제외),1769100,47,27,2492500,43,30,2017-02-16
제주도,서귀포시,도심,대천동,유흥,내국인,여,20대,한국(제주제외),907000,31,26,1916100,61,47,2017-02-16
제주도,서귀포시,도심,대천동,유흥,내국인,여,30대,한국(제주제외),1621900,55,44,3432600,95,72,2017-02-16
제주도,서귀포시,도심,대천동,유흥,내국인,여,40대,한국(제주제외),3002000,69,41,2250600,57,48,2017-02-16
제주도,제주시,도심,도두동,교통,내국인,남,20대,제주,43780492,1268,662,73354433,2076,848,2017-02-16
제주도,제주시,도심,도두동,교통,내국인,남,30대,제주,151804745,3634,1477,189848117,4952,1790,2017-02-16
제주도,제주시,도심,도두동,교통,내국인,남,40대,제주,274554084,4553,1890,273293964,6317,2181,2017-02-16
제주도,제주시,도심,도두동,교통,내국인,남,50대,제주,204646940,4035,1408,224809564,5202,1593,2017-02-16
제주도,제주시,도심,도두동,교통,내국인,남,60대이상,제주,101231065,2224,738,119171356,3021,807,2017-02-16
제주도,제주시,도심,도두동,교통,내국인,여,20대,제주,25397440,725,419,34740724,1013,557,2017-02-16
제주도,제주시,도심,도두동,교통,내국인,여,30대,제주,73079415,1801,890,101270212,2653,1052,2017-02-16
제주도,제주시,도심,도두동,교통,내국인,여,40대,제주,163535973,3289,1223,141469399,3691,1321,2017-02-16
제주도,제주시,도심,도두동,교통,내국인,여,50대,제주,85170759,2015,793,99494731,2659,932,2017-02-16
제주도,제주시,도심,도두동,교통,내국인,여,60대이상,제주,45236651,1037,384,42531995,1095,389,2017-02-16
제주도,제주시,도심,도두동,문화/레져,내국인,남,40대,제주,3713001,22,19,5318500,29,22,2017-02-16
제주도,제주시,도심,도두동,문화/레져,내국인,남,50대,제주,898000,27,18,4755900,55,24,2017-02-16
제주도,제주시,도심,도두동,문화/레져,내국인,남,60대이상,제주,1088000,12,12,2445000,11,10,2017-02-16
제주도,제주시,도심,도두동,소매,내국인,남,20대 미만,제주,206480,31,12,370830,25,20,2017-02-16
제주도,제주시,도심,도두동,소매,내국인,남,20대,제주,15919100,499,221,25106380,741,303,2017-02-16
제주도,제주시,도심,도두동,소매,내국인,남,30대,제주,76654490,1853,783,94800894,2066,863,2017-02-16
제주도,제주시,도심,도두동,소매,내국인,남,40대,제주,177491632,2992,1248,249632739,3258,1324,2017-02-16
제주도,제주시,도심,도두동,소매,내국인,남,50대,제주,140401060,2119,985,153740740,2224,991,2017-02-16
제주도,제주시,도심,도두동,소매,내국인,남,60대이상,제주,165096640,1430,599,144011900,1508,598,2017-02-16
제주도,제주시,도심,도두동,소매,내국인,여,20대,제주,15098690,256,168,21733100,436,250,2017-02-16
제주도,제주시,도심,도두동,소매,내국인,여,30대,제주,44610610,1263,588,47450750,1445,671,2017-02-16
제주도,제주시,도심,도두동,소매,내국인,여,40대,제주,216365170,2354,1008,177897330,2354,989,2017-02-16
제주도,제주시,도심,도두동,소매,내국인,여,50대,제주,212833610,1627,739,182872650,1804,784,2017-02-16
제주도,제주시,도심,도두동,소매,내국인,여,60대이상,제주,87075100,993,438,79751670,1003,424,2017-02-16
제주도,제주시,도심,도두동,쇼핑,내국인,남,20대 미만,제주,328440,70,24,742310,126,41,2017-02-16
제주도,제주시,도심,도두동,쇼핑,내국인,남,20대,제주,27378110,3439,837,46333400,5625,1138,2017-02-16
제주도,제주시,도심,도두동,쇼핑,내국인,남,30대,제주,74941840,6616,1872,98063310,9286,2152,2017-02-16
제주도,제주시,도심,도두동,쇼핑,내국인,남,40대,제주,117631400,7796,1997,135556970,9657,2236,2017-02-16
제주도,제주시,도심,도두동,쇼핑,내국인,남,50대,제주,66148700,4273,1108,81334719,5271,1217,2017-02-16
제주도,제주시,도심,도두동,쇼핑,내국인,남,60대이상,제주,35114941,1920,370,37368570,1991,402,2017-02-16
제주도,제주시,도심,도두동,쇼핑,내국인,여,20대 미만,제주,359990,32,16,273610,61,27,2017-02-16
제주도,제주시,도심,도두동,쇼핑,내국인,여,20대,제주,17685940,1685,536,20040740,2111,660,2017-02-16
제주도,제주시,도심,도두동,쇼핑,내국인,여,30대,제주,40842440,3101,990,53306750,4232,1117,2017-02-16
제주도,제주시,도심,도두동,쇼핑,내국인,여,40대,제주,75429194,4368,1131,91288550,5604,1264,2017-02-16
제주도,제주시,도심,도두동,쇼핑,내국인,여,50대,제주,36391376,1973,582,40812793,2377,664,2017-02-16
제주도,제주시,도심,도두동,쇼핑,내국인,여,60대이상,제주,23965701,978,226,28185010,1002,238,2017-02-16
제주도,제주시,도심,도두동,숙박,내국인,남,30대,제주,1700000,24,21,3167000,43,32,2017-02-16
제주도,제주시,도심,도두동,숙박,내국인,남,40대,제주,10649000,51,35,21494010,61,44,2017-02-16
제주도,제주시,도심,도두동,숙박,내국인,남,50대,제주,3987000,40,26,7428000,38,24,2017-02-16
제주도,제주시,도심,도두동,숙박,내국인,여,20대,제주,752000,11,11,780000,14,12,2017-02-16
제주도,제주시,도심,도두동,숙박,내국인,여,30대,제주,1873000,12,11,2243000,30,21,2017-02-16
제주도,제주시,도심,도두동,숙박,내국인,여,40대,제주,2025000,19,16,26851000,30,26,2017-02-16
제주도,제주시,도심,도두동,식음료,내국인,남,20대 미만,제주,269200,16,12,1386300,88,50,2017-02-16
제주도,제주시,도심,도두동,식음료,내국인,남,20대,제주,41197300,2346,1191,82956220,5999,2223,2017-02-16
제주도,제주시,도심,도두동,식음료,내국인,남,30대,제주,138138776,5976,2977,204374850,10999,4219,2017-02-16
제주도,제주시,도심,도두동,식음료,내국인,남,40대,제주,255571700,7245,3323,319149740,10507,4320,2017-02-16
제주도,제주시,도심,도두동,식음료,내국인,남,50대,제주,266523650,6116,2664,313875486,7541,2946,2017-02-16
제주도,제주시,도심,도두동,식음료,내국인,남,60대이상,제주,153009440,3009,1381,151304350,3523,1510,2017-02-16
제주도,제주시,도심,도두동,식음료,내국인,여,20대 미만,제주,250200,20,13,912900,70,45,2017-02-16
제주도,제주시,도심,도두동,식음료,내국인,여,20대,제주,43778030,2801,1535,85119160,6557,2491,2017-02-16
제주도,제주시,도심,도두동,식음료,내국인,여,30대,제주,103448550,4942,2609,143235720,7921,3483,2017-02-16
제주도,제주시,도심,도두동,식음료,내국인,여,40대,제주,149853350,4892,2524,197189140,7563,3383,2017-02-16
제주도,제주시,도심,도두동,식음료,내국인,여,50대,제주,125762090,3221,1707,141882424,3986,1971,2017-02-16
제주도,제주시,도심,도두동,식음료,내국인,여,60대이상,제주,57380800,1341,790,56744840,1421,788,2017-02-16
제주도,제주시,도심,도두동,교통,내국인,남,20대,한국(제주제외),198887425,3400,3059,323817740,6121,5314,2017-02-16
제주도,제주시,도심,도두동,교통,내국인,남,30대,한국(제주제외),719225375,10984,9783,948919384,15135,13130,2017-02-16
제주도,제주시,도심,도두동,교통,내국인,남,40대,한국(제주제외),678643921,8651,7514,858091451,11680,9903,2017-02-16
제주도,제주시,도심,도두동,교통,내국인,남,50대,한국(제주제외),409064234,5296,4572,529668510,7667,6199,2017-02-16
제주도,제주시,도심,도두동,교통,내국인,남,60대이상,한국(제주제외),160679410,1999,1685,195632974,2662,2096,2017-02-16
제주도,제주시,도심,도두동,교통,내국인,여,20대,한국(제주제외),207443042,3695,3361,340997566,6366,5725,2017-02-16
제주도,제주시,도심,도두동,교통,내국인,여,30대,한국(제주제외),482970487,7444,6697,628998414,10041,8999,2017-02-16
제주도,제주시,도심,도두동,교통,내국인,여,40대,한국(제주제외),324059027,4319,3722,443561713,6194,5394,2017-02-16
제주도,제주시,도심,도두동,교통,내국인,여,50대,한국(제주제외),184228120,2575,2198,245054674,3567,3004,2017-02-16
제주도,제주시,도심,도두동,교통,내국인,여,60대이상,한국(제주제외),54931879,764,655,66175977,958,780,2017-02-16
제주도,제주시,도심,도두동,소매,내국인,남,20대,한국(제주제외),5747750,210,152,16801380,526,352,2017-02-16
제주도,제주시,도심,도두동,소매,내국인,남,30대,한국(제주제외),38115550,887,584,63721250,1480,924,2017-02-16
제주도,제주시,도심,도두동,소매,내국인,남,40대,한국(제주제외),40500101,907,593,70466450,1410,857,2017-02-16
제주도,제주시,도심,도두동,소매,내국인,남,50대,한국(제주제외),56140320,781,478,57264988,1136,652,2017-02-16
제주도,제주시,도심,도두동,소매,내국인,남,60대이상,한국(제주제외),37614200,292,207,33762770,391,267,2017-02-16
제주도,제주시,도심,도두동,소매,내국인,여,20대,한국(제주제외),7274960,250,189,20578920,619,492,2017-02-16
제주도,제주시,도심,도두동,소매,내국인,여,30대,한국(제주제외),27033850,644,458,45117920,966,741,2017-02-16
제주도,제주시,도심,도두동,소매,내국인,여,40대,한국(제주제외),23893580,424,333,32407940,658,466,2017-02-16
제주도,제주시,도심,도두동,소매,내국인,여,50대,한국(제주제외),20008650,381,303,28599050,564,387,2017-02-16
제주도,제주시,도심,도두동,소매,내국인,여,60대이상,한국(제주제외),12319780,176,143,12393380,245,152,2017-02-16
제주도,제주시,도심,도두동,쇼핑,내국인,남,20대,한국(제주제외),20721578,1920,1087,34424280,3296,1660,2017-02-16
제주도,제주시,도심,도두동,쇼핑,내국인,남,30대,한국(제주제외),55478880,3565,1852,69973920,5147,2438,2017-02-16
제주도,제주시,도심,도두동,쇼핑,내국인,남,40대,한국(제주제외),74004338,3953,1826,100812530,6006,2586,2017-02-16
제주도,제주시,도심,도두동,쇼핑,내국인,남,50대,한국(제주제외),66354768,3133,1392,119848715,5709,1973,2017-02-16
제주도,제주시,도심,도두동,쇼핑,내국인,남,60대이상,한국(제주제외),21471060,945,482,36523585,1720,677,2017-02-16
제주도,제주시,도심,도두동,쇼핑,내국인,여,20대,한국(제주제외),15891060,1250,821,23830750,1952,1205,2017-02-16
제주도,제주시,도심,도두동,쇼핑,내국인,여,30대,한국(제주제외),27307990,1789,1112,34913450,2365,1487,2017-02-16
제주도,제주시,도심,도두동,쇼핑,내국인,여,40대,한국(제주제외),36114034,1622,984,49430480,2495,1405,2017-02-16
제주도,제주시,도심,도두동,쇼핑,내국인,여,50대,한국(제주제외),30933159,1211,739,44813850,2043,1056,2017-02-16
제주도,제주시,도심,도두동,쇼핑,내국인,여,60대이상,한국(제주제외),10529000,397,208,11544050,477,262,2017-02-16
제주도,제주시,도심,도두동,숙박,내국인,남,20대,한국(제주제외),1174000,15,15,1702000,30,27,2017-02-16
제주도,제주시,도심,도두동,숙박,내국인,남,30대,한국(제주제외),5243000,75,67,6795000,86,77,2017-02-16
제주도,제주시,도심,도두동,숙박,내국인,남,40대,한국(제주제외),11584000,132,66,22626500,101,77,2017-02-16
제주도,제주시,도심,도두동,숙박,내국인,남,50대,한국(제주제외),12854000,78,65,16995500,95,77,2017-02-16
제주도,제주시,도심,도두동,숙박,내국인,남,60대이상,한국(제주제외),2490000,22,22,6063300,33,28,2017-02-16
제주도,제주시,도심,도두동,숙박,내국인,여,20대,한국(제주제외),2590000,30,28,3925500,51,48,2017-02-16
제주도,제주시,도심,도두동,숙박,내국인,여,30대,한국(제주제외),2215000,35,33,4421000,46,44,2017-02-16
제주도,제주시,도심,도두동,숙박,내국인,여,40대,한국(제주제외),5518000,37,31,16409000,77,62,2017-02-16
제주도,제주시,도심,도두동,숙박,내국인,여,50대,한국(제주제외),5534000,37,34,10712000,42,37,2017-02-16
제주도,제주시,도심,도두동,식음료,내국인,남,20대,한국(제주제외),51594440,1778,1432,113492680,4676,3416,2017-02-16
제주도,제주시,도심,도두동,식음료,내국인,남,30대,한국(제주제외),194663350,5271,4229,343971650,10976,8234,2017-02-16
제주도,제주시,도심,도두동,식음료,내국인,남,40대,한국(제주제외),338158157,5511,3981,465949430,9358,6630,2017-02-16
제주도,제주시,도심,도두동,식음료,내국인,남,50대,한국(제주제외),401802970,4614,3400,542440050,7165,4883,2017-02-16
제주도,제주시,도심,도두동,식음료,내국인,남,60대이상,한국(제주제외),238373226,2179,1711,285965040,3176,2338,2017-02-16
제주도,제주시,도심,도두동,식음료,내국인,여,20대,한국(제주제외),66943620,2393,2046,137226430,5385,4349,2017-02-16
제주도,제주시,도심,도두동,식음료,내국인,여,30대,한국(제주제외),158461650,4333,3639,282348946,8273,6717,2017-02-16
제주도,제주시,도심,도두동,식음료,내국인,여,40대,한국(제주제외),182579830,2997,2350,284121750,5079,4007,2017-02-16
제주도,제주시,도심,도두동,식음료,내국인,여,50대,한국(제주제외),198504580,2266,1893,294534810,3684,2977,2017-02-16
제주도,제주시,도심,도두동,식음료,내국인,여,60대이상,한국(제주제외),99704849,1021,890,122771210,1580,1328,2017-02-16
제주도,서귀포시,도심,동홍동,교통,내국인,남,20대,제주,25065712,776,253,32526280,998,381,2017-02-16
제주도,서귀포시,도심,동홍동,교통,내국인,남,30대,제주,184825863,4284,1120,195629440,4646,1229,2017-02-16
제주도,서귀포시,도심,동홍동,교통,내국인,남,40대,제주,493807737,9791,1900,449947109,10040,1920,2017-02-16
제주도,서귀포시,도심,동홍동,교통,내국인,남,50대,제주,475667372,7967,1508,357723951,7142,1467,2017-02-16
제주도,서귀포시,도심,동홍동,교통,내국인,남,60대이상,제주,291474543,4674,831,219762636,4630,816,2017-02-16
제주도,서귀포시,도심,동홍동,교통,내국인,여,20대,제주,18559232,505,211,19763851,577,217,2017-02-16
제주도,서귀포시,도심,동홍동,교통,내국인,여,30대,제주,122672302,3034,833,116468153,3011,847,2017-02-16
제주도,서귀포시,도심,동홍동,교통,내국인,여,40대,제주,279282148,5923,1251,249401382,5970,1304,2017-02-16
제주도,서귀포시,도심,동홍동,교통,내국인,여,50대,제주,218589424,4547,933,189358636,4017,893,2017-02-16
제주도,서귀포시,도심,동홍동,교통,내국인,여,60대이상,제주,109420007,1929,381,72991275,1590,392,2017-02-16
제주도,서귀포시,도심,동홍동,문화/레져,내국인,남,20대 미만,제주,985500,72,36,2844590,168,77,2017-02-16
제주도,서귀포시,도심,동홍동,문화/레져,내국인,남,20대,제주,12037340,692,412,15719400,923,513,2017-02-16
제주도,서귀포시,도심,동홍동,문화/레져,내국인,남,30대,제주,30374580,1574,673,34633190,1815,790,2017-02-16
제주도,서귀포시,도심,동홍동,문화/레져,내국인,남,40대,제주,114326850,3142,1267,125842360,4000,1417,2017-02-16
제주도,서귀포시,도심,동홍동,문화/레져,내국인,남,50대,제주,52664740,1836,788,65322930,2199,875,2017-02-16
제주도,서귀포시,도심,동홍동,문화/레져,내국인,남,60대이상,제주,14805730,435,245,23838180,590,298,2017-02-16
제주도,서귀포시,도심,동홍동,문화/레져,내국인,여,20대 미만,제주,1205230,91,49,3194040,191,104,2017-02-16
제주도,서귀포시,도심,동홍동,문화/레져,내국인,여,20대,제주,15279650,1060,658,20129450,1265,737,2017-02-16
제주도,서귀포시,도심,동홍동,문화/레져,내국인,여,30대,제주,45394180,2148,1008,61203550,2877,1193,2017-02-16
제주도,서귀포시,도심,동홍동,문화/레져,내국인,여,40대,제주,111448480,3645,1474,132384500,4703,1709,2017-02-16
제주도,서귀포시,도심,동홍동,문화/레져,내국인,여,50대,제주,32900970,1041,530,36954410,1302,650,2017-02-16
제주도,서귀포시,도심,동홍동,문화/레져,내국인,여,60대이상,제주,6012950,242,129,6063320,295,138,2017-02-16
제주도,서귀포시,도심,동홍동,소매,내국인,남,20대 미만,제주,213700,19,12,1465529,46,29,2017-02-16
제주도,서귀포시,도심,동홍동,소매,내국인,남,20대,제주,51542200,966,447,64873601,1169,536,2017-02-16
제주도,서귀포시,도심,동홍동,소매,내국인,남,30대,제주,271623490,4966,1448,332174620,5910,1585,2017-02-16
제주도,서귀포시,도심,동홍동,소매,내국인,남,40대,제주,677270782,9191,2288,733940369,9977,2528,2017-02-16
제주도,서귀포시,도심,동홍동,소매,내국인,남,50대,제주,710815527,7455,1984,850589451,7956,2070,2017-02-16
제주도,서귀포시,도심,동홍동,소매,내국인,남,60대이상,제주,575450794,4604,1441,577269764,4847,1504,2017-02-16
제주도,서귀포시,도심,동홍동,소매,내국인,여,20대 미만,제주,593900,27,11,1115840,61,33,2017-02-16
제주도,서귀포시,도심,동홍동,소매,내국인,여,20대,제주,43783600,1219,513,78763230,1596,662,2017-02-16
제주도,서귀포시,도심,동홍동,소매,내국인,여,30대,제주,244321385,6647,1658,289875517,6717,1787,2017-02-16
제주도,서귀포시,도심,동홍동,소매,내국인,여,40대,제주,543350498,8989,2183,693390112,10146,2307,2017-02-16
제주도,서귀포시,도심,동홍동,소매,내국인,여,50대,제주,574795680,6760,1792,705942660,7493,1922,2017-02-16
